date,rented bike count,hour,temperature(°c),humidity(%),wind speed (m/s),visibility (10m),dew point temperature(°c),solar radiation (mj/m2),rainfall(mm),snowfall (cm),seasons,holiday,functioning day
2018-03-21,605,7AM,1.4,43,1.5,2000,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,1097,8AM,1.6,42,1.8,2000,-9.9,0.13,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,614,9AM,2.5,40,1.9,2000,-9.7,0.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,374,10AM,3.6,37,1.3,2000,-9.7,0.83,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,339,11AM,4.8,35,2.1,2000,-9.4,1.38,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,333,12PM,4.8,51,2.2,1715,-4.5,1.12,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,196,1PM,4.0,64,2.0,1834,-2.2,0.75,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,117,2PM,1.9,89,1.5,102,0.2,0.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,184,3PM,2.2,85,1.3,2000,0.0,0.41,0.5,0.0,Spring,No Holiday,Yes
2018-03-21,241,4PM,2.4,79,1.9,1995,-0.8,0.37,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,319,5PM,2.5,78,2.0,2000,-0.9,0.25,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,615,6PM,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,402,7PM,2.0,81,0.7,2000,-0.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,120,8PM,1.7,85,1.3,396,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,231,9PM,1.2,92,0.7,1474,0.0,0.0,0.5,0.0,Spring,No Holiday,Yes
2018-03-21,320,10PM,1.2,87,0.9,1802,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-21,226,11PM,1.5,86,1.2,1495,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,243,12AM,1.6,86,1.7,1141,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,247,1AM,1.6,85,2.0,952,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,173,2AM,1.5,86,2.5,782,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,107,3AM,1.3,87,1.7,822,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,75,4AM,1.3,87,2.2,937,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,81,5AM,1.1,88,0.9,927,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,212,6AM,0.8,88,1.0,900,-0.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,600,7AM,0.6,85,1.5,1321,-1.6,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,1174,8AM,1.1,79,1.7,1480,-2.1,0.36,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,653,9AM,2.5,67,1.3,1472,-3.0,1.11,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,446,10AM,4.9,56,1.9,1480,-3.1,1.76,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,565,11AM,6.9,46,2.1,1541,-3.9,2.33,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,668,12PM,8.3,36,2.5,1665,-5.9,2.7,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,648,1PM,9.9,29,3.2,1641,-7.3,2.91,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,674,2PM,11.4,30,3.1,1672,-5.5,2.82,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,758,3PM,10.7,34,4.5,1850,-4.5,2.51,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,752,4PM,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,999,5PM,9.6,38,3.2,1606,-4.0,1.35,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,1495,6PM,7.9,46,3.1,1057,-3.0,0.58,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,923,7PM,6.2,54,1.8,883,-2.4,0.08,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,739,8PM,5.1,56,2.0,899,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,726,9PM,4.5,62,2.0,826,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,621,10PM,3.9,66,2.7,990,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-22,428,11PM,3.4,69,1.1,895,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,335,12AM,2.9,72,1.3,903,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,283,1AM,2.5,75,1.5,786,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,216,2AM,2.2,80,1.4,615,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,128,3AM,1.9,81,1.1,525,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,92,4AM,2.0,80,0.8,474,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,95,5AM,2.2,79,0.8,553,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,243,6AM,2.3,80,0.7,546,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,661,7AM,2.5,79,1.4,536,-0.7,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,1216,8AM,2.6,77,1.3,567,-1.0,0.21,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,664,9AM,3.3,72,1.4,618,-1.2,0.61,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,461,10AM,5.4,64,1.6,637,-0.8,1.7,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,584,11AM,7.1,50,1.7,799,-2.6,2.24,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,690,12PM,9.3,37,2.3,940,-4.6,2.72,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,682,1PM,10.9,36,2.1,1073,-3.6,2.87,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,758,2PM,12.4,33,2.9,811,-3.4,2.71,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,849,3PM,12.1,30,3.0,1120,-4.9,2.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,901,4PM,12.2,24,2.8,1655,-7.8,1.98,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,1108,5PM,11.2,27,3.5,1585,-7.1,1.19,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,1611,6PM,9.7,36,3.6,948,-4.6,0.37,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,932,7PM,8.3,48,3.0,779,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,724,8PM,6.7,48,2.6,774,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,676,9PM,5.8,60,2.2,650,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,638,10PM,5.3,63,1.8,591,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-23,422,11PM,5.0,42,1.7,717,-6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,403,12AM,4.7,46,1.7,746,-5.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,360,1AM,4.7,51,1.1,728,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,305,2AM,5.0,50,1.7,669,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,197,3AM,5.0,51,0.8,659,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,122,4AM,5.1,54,1.2,550,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,82,5AM,4.7,54,1.3,543,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,113,6AM,4.2,50,0.6,633,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,198,7AM,4.0,54,0.9,587,-4.4,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,424,8AM,4.5,49,0.4,580,-5.3,0.19,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,456,9AM,6.5,40,2.5,588,-6.1,0.69,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,494,10AM,7.2,43,1.5,559,-4.5,0.42,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,589,11AM,9.0,56,2.0,399,0.6,1.11,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,806,12PM,10.6,52,3.1,390,1.1,2.27,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,880,1PM,12.4,50,2.5,379,2.2,2.48,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,855,2PM,12.7,55,3.4,378,3.8,2.42,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,1025,3PM,12.4,58,4.1,404,4.3,2.26,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,947,4PM,12.3,61,3.4,359,4.9,1.82,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,916,5PM,11.1,66,4.2,367,4.9,1.18,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,736,6PM,9.0,76,3.0,288,4.9,0.45,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,521,7PM,7.7,80,2.8,234,4.4,0.05,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,513,8PM,7.1,83,3.3,203,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,487,9PM,6.7,84,2.8,193,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,460,10PM,6.5,85,2.3,167,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-24,354,11PM,6.4,85,2.3,155,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,372,12AM,6.4,84,1.4,171,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,267,1AM,6.4,82,1.2,186,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,195,2AM,6.0,82,1.3,198,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,139,3AM,5.5,83,0.9,186,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,90,4AM,5.3,82,1.0,200,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,60,5AM,5.0,83,0.7,200,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,71,6AM,4.6,84,0.7,193,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,137,7AM,4.7,82,1.3,198,1.8,0.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,225,8AM,5.0,79,1.1,203,1.6,0.23,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,331,9AM,6.3,73,1.3,218,1.8,0.79,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,359,10AM,8.4,65,1.8,229,2.1,1.67,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,466,11AM,10.7,56,2.0,261,2.2,2.27,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,626,12PM,12.7,45,1.3,321,1.0,2.63,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,784,1PM,14.6,38,1.9,315,0.4,2.75,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,882,2PM,16.1,37,2.4,315,1.3,2.62,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,960,3PM,16.7,38,3.1,265,2.2,2.27,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,1031,4PM,16.5,39,3.1,366,2.4,1.91,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,911,5PM,15.8,40,2.3,481,2.2,1.28,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,768,6PM,14.4,44,2.7,596,2.2,0.6,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,571,7PM,12.6,59,2.5,384,4.7,0.08,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,502,8PM,10.7,70,2.8,236,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,456,9PM,9.8,74,2.2,219,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,424,10PM,8.8,79,2.0,203,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-25,336,11PM,8.0,82,1.3,196,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,244,12AM,7.1,84,2.3,185,4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,185,1AM,6.3,87,1.8,153,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,93,2AM,5.4,95,1.5,89,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,62,3AM,5.5,96,1.6,72,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,65,4AM,5.5,96,2.0,53,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,98,5AM,5.4,97,1.5,38,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,227,6AM,5.7,97,0.5,80,5.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,581,7AM,6.0,96,0.6,94,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,983,8AM,6.4,90,1.4,117,4.8,0.13,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,540,9AM,7.6,82,0.7,147,4.7,0.55,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,415,10AM,10.0,70,1.0,187,4.7,1.57,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,422,11AM,12.6,60,2.4,281,5.0,2.23,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,492,12PM,14.6,53,2.5,348,5.1,2.65,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,504,1PM,16.0,47,2.5,459,4.6,2.8,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,575,2PM,17.4,39,2.9,520,3.2,2.7,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,604,3PM,17.6,33,3.6,985,1.1,2.44,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,819,4PM,17.7,33,3.4,897,1.2,1.96,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,925,5PM,17.1,31,3.3,1075,-0.1,1.33,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,1477,6PM,16.0,33,2.9,1138,-0.2,0.6,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,1031,7PM,14.3,37,3.1,1247,-0.2,0.1,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,835,8PM,12.9,42,2.8,1047,0.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,798,9PM,11.6,54,1.5,693,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,662,10PM,10.7,58,1.4,600,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-26,447,11PM,9.8,62,0.6,535,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,380,12AM,9.0,68,1.1,426,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,278,1AM,8.7,70,0.9,398,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,163,2AM,8.3,70,0.8,394,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,127,3AM,8.1,71,0.9,378,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,95,4AM,7.8,70,0.3,395,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,110,5AM,8.0,63,0.8,439,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,231,6AM,8.1,66,0.6,415,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,705,7AM,8.5,67,0.7,475,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,1201,8AM,9.3,62,0.6,519,2.3,0.25,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,699,9AM,11.6,51,0.8,498,1.7,0.84,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,462,10AM,13.9,40,0.8,586,0.5,1.6,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,560,11AM,15.8,40,1.9,647,2.2,1.95,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,586,12PM,16.7,47,2.4,620,5.3,1.76,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,563,1PM,18.6,46,2.1,642,6.7,2.54,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,618,2PM,19.4,45,2.0,624,7.1,2.05,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,636,3PM,19.9,45,2.7,676,7.6,1.79,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,774,4PM,19.5,50,3.4,613,8.7,1.6,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,960,5PM,18.4,54,3.2,605,8.9,1.05,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,1521,6PM,16.8,60,3.1,580,8.9,0.46,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,1020,7PM,15.0,67,2.6,452,8.9,0.07,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,864,8PM,13.9,72,2.4,385,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,866,9PM,13.4,73,1.5,325,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,764,10PM,12.9,75,1.3,326,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-27,527,11PM,12.4,74,1.5,356,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,400,12AM,12.0,76,0.8,346,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,337,1AM,11.6,74,1.2,374,7.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,225,2AM,11.5,75,1.9,399,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,150,3AM,10.9,79,0.8,383,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,104,4AM,10.6,77,0.9,422,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,107,5AM,10.2,80,0.8,366,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,258,6AM,9.6,84,0.7,301,7.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,741,7AM,9.6,82,1.1,284,6.6,0.04,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1353,8AM,10.3,77,0.7,341,6.4,0.37,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,723,9AM,12.4,66,1.0,546,6.2,0.91,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,494,10AM,14.7,62,2.9,684,7.4,1.59,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,588,11AM,15.6,60,3.7,817,7.8,1.44,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,629,12PM,16.5,57,3.8,881,7.9,1.55,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,723,1PM,17.5,54,3.1,1065,8.0,1.63,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,698,2PM,18.6,46,4.4,1664,6.7,2.14,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,785,3PM,18.2,45,4.1,1908,6.0,1.86,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,943,4PM,18.3,43,4.3,1931,5.4,1.3,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1221,5PM,17.6,45,4.2,1947,5.5,0.7,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1839,6PM,17.0,53,3.1,1855,7.3,0.35,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1288,7PM,16.0,60,2.8,1436,8.2,0.06,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1133,8PM,15.2,65,2.2,988,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,1035,9PM,14.2,70,0.8,723,8.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,907,10PM,13.6,73,2.0,644,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-28,614,11PM,13.5,74,1.2,603,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,466,12AM,13.4,77,1.5,537,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,390,1AM,13.0,81,1.9,484,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,254,2AM,12.9,83,1.6,369,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,170,3AM,12.7,80,0.4,384,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,109,4AM,12.8,81,0.2,418,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,106,5AM,12.7,83,0.8,392,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,274,6AM,12.6,83,0.5,332,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,781,7AM,12.8,82,0.6,370,9.7,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1281,8AM,13.3,80,1.2,369,9.9,0.14,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,757,9AM,13.5,79,1.9,382,9.9,0.2,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,482,10AM,15.0,69,1.5,552,9.3,1.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,583,11AM,16.1,63,1.2,555,9.0,1.08,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,714,12PM,18.2,55,2.3,594,9.0,2.24,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,716,1PM,19.5,48,1.9,596,8.1,2.32,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,711,2PM,20.2,47,2.4,541,8.5,2.3,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,781,3PM,20.8,42,3.1,576,7.4,2.1,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,957,4PM,20.7,38,2.2,741,5.8,1.63,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1194,5PM,20.3,48,2.8,635,8.9,1.14,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1776,6PM,19.1,47,2.4,942,7.5,0.57,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1260,7PM,17.5,61,2.2,758,9.8,0.11,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1079,8PM,15.6,64,2.7,686,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,1046,9PM,14.4,66,1.7,677,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,949,10PM,13.3,71,2.1,581,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-29,614,11PM,12.7,75,1.6,475,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,490,12AM,11.8,78,0.6,438,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,401,1AM,11.4,77,0.7,466,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,261,2AM,10.8,72,0.4,639,5.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,184,3AM,10.3,68,0.7,887,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,115,4AM,9.9,67,1.1,820,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,117,5AM,10.4,62,1.8,911,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,284,6AM,10.3,70,1.2,555,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,747,7AM,10.5,70,1.1,483,5.2,0.04,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1406,8AM,11.5,60,1.6,550,3.9,0.42,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,772,9AM,13.7,46,1.3,972,2.2,1.08,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,583,10AM,16.0,29,1.4,1708,-2.0,1.79,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,739,11AM,17.8,26,2.6,1822,-1.9,2.37,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,939,12PM,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,860,1PM,20.3,27,1.4,1464,0.6,2.87,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,965,2PM,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1068,3PM,21.8,28,2.3,1162,2.4,2.4,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1156,4PM,20.7,36,3.6,811,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1460,5PM,19.4,45,2.9,778,7.1,1.13,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1935,6PM,17.4,57,3.1,657,8.7,0.52,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1268,7PM,15.2,60,3.2,1081,7.4,0.09,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,1045,8PM,14.3,63,2.6,936,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,948,9PM,13.7,73,1.8,658,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,880,10PM,12.7,76,1.5,521,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-30,678,11PM,12.1,77,1.4,540,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,537,12AM,11.7,77,1.3,588,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,502,1AM,11.5,77,2.0,593,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,397,2AM,11.0,73,1.5,816,6.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,264,3AM,10.7,74,1.7,712,6.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,163,4AM,10.4,73,1.7,801,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,108,5AM,9.8,73,0.8,1098,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,142,6AM,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,264,7AM,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,489,8AM,10.4,65,0.8,979,4.0,0.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,642,9AM,12.6,57,0.9,859,4.2,0.98,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,618,10AM,14.7,53,0.9,831,5.2,1.59,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,824,11AM,16.7,45,1.9,1054,4.6,2.07,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,1072,12PM,18.2,38,4.2,1189,3.6,2.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,1218,1PM,19.3,37,3.0,1257,4.2,2.53,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,1381,2PM,20.1,30,3.0,1554,1.9,2.57,0.0,0.0,Spring,No Holiday,Yes
2018-03-31,1542,3PM,18.9,28,3.7,1769,0.0,2.09,0.0,0.0,Spring,No Holiday,Yes
